"Rishard Matthews, Ten",@Hou,18th,3,14,201,24,1,0,0,0,0,13.4,4900,2.73,Sun 1:00,,,,,,,,,,,,,
"Corey Coleman, Cle",Cin,8th,2,6,62,13,1,0,0,0,0,9.1,4800,1.9,Sun 1:00,,,,,,,,,,,,,
"Mohamed Sanu, Atl",Buf,9th,3,15,160,21,1,0,0,0,0,12.3,4800,2.57,Sun 1:00,,,,,,,,,,,,,
"Allen Hurns, Jax",@NYJ,22nd,3,12,144,14,2,0,0,0,0,12.8,4700,2.72,Sun 1:00,,,,,,,,,,,,,
"Jermaine Kearse, NYJ",Jax,1st,3,14,165,17,2,0,0,0,0,14.2,4600,3.08,Sun 1:00,,,,,,,,,,,,,
"Brandon Marshall, NYG",@TB,32nd,3,10,93,20,0,0,0,0,0,6.4,4600,1.4,Sun 4:05,,,,,,,,,,,,,
"Paul Richardson, Sea",Ind,27th,3,8,108,19,2,0,0,0,0,10.3,4600,2.23,Sun 8:30,,,,,,,,,,,,,
"Cole Beasley, Dal",LA,7th,3,8,69,14,0,0,0,0,0,5,4500,1.1,Sun 1:00,,,,,,,,,,,,,
"Rashard Higgins, Cle",Cin,8th,2,9,105,17,0,4,0,0,0,9.9,4500,2.21,Sun 1:00,,,,,,,,,,,,,
"Marqise Lee, Jax",@NYJ,22nd,3,11,141,23,0,0,0,0,0,8.4,4500,1.86,Sun 1:00,,,,,,,,,,,,,
"Tyler Lockett, Sea",Ind,27th,3,9,102,15,0,0,0,0,0,6.4,4500,1.42,Sun 8:30,,,,,,,,,,,,,
"Jeremy Maclin, Bal",Pit,2nd,3,7,95,14,2,0,0,0,0,9.5,4500,2.11,Sun 1:00,,,,,,,,,,,,,
"Tyrell Williams, LAC",Phi,29th,3,11,123,18,0,0,0,0,0,7.8,4400,1.77,Sun 4:05,,,,,,,,,,,,,
"Kenny Britt, Cle",Cin,8th,3,5,69,15,1,0,0,0,0,6,4300,1.39,Sun 1:00,,,,,,,,,,,,,
"Cooper Kupp, LA",@Dal,26th,3,9,126,14,1,0,0,0,0,9.2,4300,2.14,Sun 1:00,,,,,,,,,,,,,
"Kenny Stills, Mia",NO,21st,2,6,88,15,1,0,0,0,0,10.4,4300,2.42,Sun 9:30,,,,,,,,,,,,,
"Eric Decker, Ten",@Hou,18th,3,10,91,18,0,0,0,0,0,6.4,4200,1.52,Sun 1:00,,,,,,,,,,,,,
"Geronimo Allison, GB",Chi,16th,2,9,146,13,0,0,0,0,0,13.3,4100,3.24,Thu 8:25,,,,,,,,,,,,,
"Taylor Gabriel, Atl",Buf,9th,3,10,129,13,1,7,0,0,0,9.9,4100,2.41,Sun 1:00,,,,,,,,,,,,,
"Kenny Golladay, Det",@Min,31st,3,7,102,15,2,0,0,0,0,9.7,4100,2.37,Sun 1:00,,,,,,,,,,,,,
"Jaron Brown, Ari",SF,23rd,3,6,100,17,1,0,0,0,0,7.3,4000,1.83,Sun 4:05,,,,,,,,,,,,,
"Corey Davis, Ten",@Hou,18th,2,7,73,13,0,0,0,0,0,7.2,4000,1.79,Sun 1:00,,,,,,,,,,,,,
"Phillip Dorsett, NE",Car,6th,3,3,68,4,0,7,0,0,0,3.5,4000,0.88,Sun 1:00,,,,,,,,,,,,,
"Marvin Jones, Det",@Min,31st,3,6,88,13,2,0,0,0,0,8.9,4000,2.23,Sun 1:00,,,,,,,,,,,,,
"Curtis Samuel, Car",@NE,25th,3,4,12,8,0,31,0,0,0,2.8,4000,0.69,Sun 1:00,,,,,,,,,,,,,
"Russell Shepard, Car",@NE,25th,3,3,59,5,1,0,0,0,0,5,4000,1.24,Sun 1:00,,,,,,,,,,,,,
"Nelson Agholor, Phi",@LAC,20th,3,9,115,14,2,0,0,0,0,10.8,3900,2.78,Sun 4:05,,,,,,,,,,,,,
"Travis Benjamin, LAC",Phi,29th,3,9,159,15,1,9,0,0,0,11.6,3900,2.97,Sun 4:05,,,,,,,,,,,,,
"Ted Ginn Jr., NO",@Mia,19th,3,9,121,14,1,20,0,0,0,9.7,3900,2.49,Sun 9:30,,,,,,,,,,,,,
"Jordan Matthews, Buf",@Atl,15th,3,8,152,11,0,0,0,0,0,7.7,3900,1.98,Sun 1:00,,,,,,,,,,,,,
"Robert Woods, LA",@Dal,26th,3,10,169,16,0,0,0,0,0,10,3900,2.56,Sun 1:00,,,,,,,,,,,,,
"Robby Anderson, NYJ",Jax,1st,3,9,145,18,1,0,0,0,0,9.8,3800,2.59,Sun 1:00,,,,,,,,,,,,,
"Will Fuller, Hou",Ten,30th,--,--,--,--,--,--,--,--,--,0,3800,0,Sun 1:00,,,,,,,,,,,,,
"Brandon LaFell, Cin",@Cle,13th,3,8,59,14,0,0,0,0,0,4.6,3800,1.22,Sun 1:00,,,,,,,,,,,,,
"Kendall Wright, Chi",@GB,12th,3,10,103,14,0,0,0,0,0,6.8,3800,1.78,Thu 8:25,,,,,,,,,,,,,
"Bruce Ellington, Hou",Ten,30th,2,4,59,9,1,-1,0,0,0,7.9,3700,2.14,Sun 1:00,,,,,,,,,,,,,
"Jeremy Kerley, NYJ",Jax,1st,2,8,56,8,0,0,0,0,0,6.8,3700,1.84,Sun 1:00,,,,,,,,,,,,,
"Jordan Leslie, Cle",Cin,8th,1,1,26,1,0,0,0,0,0,3.6,3700,0.97,Sun 1:00,,,,,,,,,,,,,
"Torrey Smith, Phi",@LAC,20th,3,9,125,16,0,0,0,0,0,7.2,3700,1.94,Sun 4:05,,,,,,,,,,,,,
"Mike Williams, LAC",Phi,29th,--,--,--,--,--,--,--,--,--,0,3700,0,Sun 4:05,,,,,,,,,,,,,
"Josh Doctson, Was",@KC,24th,3,1,52,3,1,0,0,0,0,4.1,3600,1.13,Mon 8:30,,,,,,,,,,,,,
"Malcolm Mitchell, NE",Car,6th,--,--,--,--,--,--,--,--,--,0,3600,0,Sun 1:00,,,,,,,,,,,,,
"Terrance Williams, Dal",LA,7th,3,13,132,16,0,0,0,0,0,8.7,3600,2.43,Sun 1:00,,,,,,,,,,,,,
"Brandon Coleman, NO",@Mia,19th,3,7,106,10,2,0,0,0,0,9.9,3500,2.82,Sun 9:30,,,,,,,,,,,,,
"Michael Floyd, Min",Det,17th,--,--,--,--,--,--,--,--,--,0,3500,0,Sun 1:00,,,,,,,,,,,,,
"Marquise Goodwin, SF",@Ari,28th,3,8,109,17,0,0,0,0,0,6.3,3500,1.8,Sun 4:05,,,,,,,,,,,,,
"Donte Moncrief, Ind",@Sea,10th,3,5,112,15,0,0,0,0,0,5.4,3500,1.54,Sun 8:30,,,,,,,,,,,,,
"Jaelen Strong, Jax",@NYJ,22nd,2,0,0,0,0,0,0,0,0,0,3500,0,Sun 1:00,,,,,,,,,,,,,
"Mike Wallace, Bal",Pit,2nd,3,3,21,9,0,4,0,0,0,1.8,3500,0.52,Sun 1:00,,,,,,,,,,,,,
"Taywan Taylor, Ten",@Hou,18th,3,5,72,6,0,15,0,0,0,4.6,3400,1.34,Sun 1:00,,,,,,,,,,,,,
